210
879.5 1248794998507
445.5 1249439478169
354.5 1249677345553
328.5 1248793666890
326.0 1248793649832
309.0 1248880779099
307.5 1248795812467
304.0 1248882127216
293.0 1249440215264
289.5 1250965446827
287.0 1248881386495
287.0 1248891863873
284.5 1248889075494
285.0 1254164219299
282.0 1249690876301
280.5 1249439820413
276.5 1248749027782
270.5 1251739758377
265.0 1249772819903
260.0 1249404420004
260.0 1265214270486
258.5 1248891831306
257.0 1248748853306
250.5 1249405352493
245.5 1248625117982
245.5 1248749061631
245.5 1248890877077
245.5 1249405149612
243.0 1248623389178
240.5 1249825044256
240.5 1250881610950
239.0 1248891172661
236.5 1248796096100
234.5 1248795216557
231.0 1249477949224
231.0 1251143599520
229.5 1248883007284
229.0 1254928878473
226.0 1251650490160
223.5 1248538384640
223.5 1248749036718
223.0 1249772903905
221.0 1250032048530
219.0 1251143204126
215.0 1248880580568
211.5 1248793968694
211.5 1248880270538
211.0 1249478343110
211.5 1251143793223
210.0 1249478519086
210.5 1250031905628
209.0 1248796010700
209.0 1250865062151
206.5 1249439869587
205.0 1251143023474
204.0 1251143815371
204.0 1251287519745
196.5 1250031859714
192.0 1248883043631
192.0 1249404407637
192.0 1250873446622
189.5 1248885668585
186.0 1249772589169
184.5 1249439964049
180.5 1248890351482
177.0 1250470834009
172.5 1249477635771
172.5 1250031924023
172.5 1250200084808
170.0 1248792990161
169.5 1248794244659
167.5 1248795709252
167.5 1248890040036
167.5 1267028497302
165.0 1249690739678
164.0 1248888827679
162.5 1254175988906
161.0 1248792645747
160.5 1251650478908
159.5 1251143548046
157.5 1249478990547
153.0 1248793671461
153.0 1248795397729
153.0 1250865420925
152.0 1248794458934
151.5 1249772498101
150.0 1250863773121
148.0 1249690867323
143.0 1248885663286
143.0 1249405129601
140.5 1248748894405
140.5 1248889068100
136.0 1249690979047
133.5 1248795343750
133.5 1248889988390
130.5 1268854379433
128.5 1249772506307
128.5 1249828019820
125.5 1248885619457
121.5 1250200186558
119.5 1249680413676
119.5 1251739612933
118.5 1250031918940
114.0 1248748898526
114.0 1271301004163
114.0 1271301009728
114.0 1271301608736
114.0 1271301937836
111.5 1249478549308
111.5 1249690859282
110.0 1251659238000
106.5 1248881797143
106.5 1249439406069
105.0 1248538789560
105.0 1248625852661
103.5 1248881773741
104.0 1248882478584
101.0 1251739520332
101.5 1271342512737
99.0 1248622667228
99.0 1248793197612
99.0 1269016574523
98.0 1248538516328
98.5 1248794181056
98.5 1250864482821
96.5 1248795169566
97.0 1249478116575
96.5 1250470825007
94.0 1250200349120
92.0 1248793893486
92.0 1250881603560
92.0 1251143798012
91.5 1259167865211
92.0 1267028487901
89.0 1248795998105
89.5 1248892195306
89.5 1249772837025
89.5 1251143344472
89.5 1251143593051
84.5 1248885903856
84.5 1267028431160
82.0 1271119460553
78.0 1248793964263
76.5 1248749145276
77.0 1248890984114
75.0 1248538080613
75.0 1251659089103
72.5 1248622180766
72.0 1248888490241
72.5 1249478017132
72.5 1254928697450
71.0 1250201668861
67.5 1248879433999
65.0 1248889510405
63.5 1248622312652
64.0 1248889016835
62.5 1248883030560
55.5 1248890884318
55.5 1251659093784
54.5 1250863715928
53.0 1251739532023
51.5 1274710379532
48.0 1248792561060
48.0 1251143806225
46.0 1248880386032
45.5 1248883021866
45.5 1269016555552
43.0 1248885926343
43.5 1248889789617
41.5 1248793638563
41.0 1249677151910
37.0 1271301156163
35.5 1255659905450
35.5 1259167895103
34.5 1271300997425
32.5 1248880266279
31.5 1250200080028
30.0 1249680629290
28.0 1249772553263
24.5 1254164290920
21.5 1248792823795
21.0 1248887614965
16.0 1249404809885
14.5 1250032124193
2.5 1248793052129
2.5 1248880525059
-6.5 1251143788827
-12.0 1250865053144
-14.5 1249478323032
-17.5 1248794837382
-18.0 1248795337836
-19.0 1248794425087
-19.0 1248879087225
-19.0 1249477928775
-18.5 1250977934694
-28.5 1249478776274
-34.0 1248879423850
-38.0 1248890834759
-39.0 1249772814618
-41.0 1248882115235
-45.0 1248879279832
-54.0 1249828367968
-57.5 1250864806288
-57.5 1250865254206
-59.0 1248882608596
-60.5 1248792982291
-62.0 1249690728947
-62.5 1269016759133
-70.5 1249477609679
-83.0 1248795701104
Sherry Wu
